Rk,Player,Age,Team,Lg,PA,Rbat,Rbaser,Rdp,Rfield,Rpos,RAA,WAA,Rrep,RAR,WAR,waaWL%,162WL%,oWAR,dWAR,oRAR,Pos,Awards,Player-additional
534,Donovan Solano,37,SEA,AL,176,-3,0,-1,0,-2,-6,-0.6,6,0,0.0,0.491,0.496,0.0,-0.2,0,3H/5,,solando01
534,Donovan Solano,37,TEX,AL,3,-1,0,0,0,0,-1,-0.1,0,-1,-0.1,0.462,0.500,-0.1,0.0,-1,/4,,solando01
535,Ryan Vilade,26,2TM,NL,15,-2,0,0,1,0,-2,-0.2,1,-1,-0.1,0.480,0.499,-0.2,0.1,-2,/97HD,,viladry01
535,Ryan Vilade,26,STL,NL,15,-2,0,0,1,0,-2,-0.2,1,-1,-0.1,0.477,0.499,-0.2,0.1,-2,/9H7D,,viladry01
535,Ryan Vilade,26,CIN,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.499,0.500,0.0,0.0,0,/7,,viladry01
536,Jordyn Adams,25,BAL,AL,5,-1,0,0,0,0,-1,-0.1,0,-1,-0.1,0.487,0.499,-0.1,0.0,-1,/89H,,adamsjo03
537,Sergio Alcántara#,28,SFG,NL,4,-1,0,0,0,0,-1,-0.1,0,-1,-0.1,0.415,0.499,-0.1,0.0,-1,/56,,alcanse01
538,Luken Baker,28,STL,NL,41,0,0,-1,0,-1,-2,-0.2,1,0,-0.1,0.490,0.499,-0.1,-0.1,0,DH/3,,bakerlu01
539,Jose Barrero,27,STL,NL,31,-3,0,0,0,0,-2,-0.2,1,-1,-0.1,0.490,0.499,-0.1,0.1,-1,/H48695,,garcijo02
540,Owen Caissie*,22,CHC,NL,27,-1,0,0,0,0,-2,-0.2,1,-1,-0.1,0.486,0.499,-0.1,0.0,-1,/9H7D,,caissow01
541,Paul DeJong,31,WSN,NL,208,-6,1,0,-4,2,-8,-0.8,7,-1,-0.1,0.486,0.495,0.3,-0.3,3,546/D3H,,dejonpa01
542,Adrian Del Castillo*,25,ARI,NL,131,-3,0,0,0,-2,-5,-0.5,4,-1,-0.1,0.488,0.497,-0.1,-0.2,-1,DH/2,,delcaad01
543,Blake Dunn,26,CIN,NL,75,-3,-1,0,2,-1,-4,-0.4,3,-1,-0.1,0.488,0.498,-0.3,0.1,-3,97/8HD,,dunnbl01
544,Rafael Flores,24,PIT,NL,17,-1,0,0,-1,0,-2,-0.2,1,-1,-0.1,0.475,0.499,0.0,-0.1,0,/32H,,florera03
545,Justin Foscue,26,TEX,AL,9,-1,0,0,0,0,-2,-0.2,0,-1,-0.1,0.460,0.499,-0.1,0.0,-1,/3DH,,foscuju01
546,Aramis Garcia,32,ARI,NL,4,-1,0,0,0,0,-1,-0.1,0,-1,-0.1,0.447,0.499,-0.1,0.0,-1,/2,,garciar01
547,Mitch Garver,34,SEA,AL,290,-4,-2,-1,-3,0,-10,-1.1,10,-1,-0.1,0.487,0.493,0.2,-0.3,3,2DH,,garvemi01
548,Zack Gelof,25,ATH,AL,101,-6,0,0,1,1,-4,-0.4,3,-1,-0.1,0.485,0.497,-0.2,0.2,-2,4,,gelofza01
549,Robert Hassell III*,23,WSN,NL,206,-9,2,1,-2,0,-8,-0.8,7,-1,-0.1,0.489,0.495,0.1,-0.2,1,89H/7D,,hassero02
550,Jacob Hurtubise*,27,CIN,NL,15,-2,0,0,0,0,-2,-0.2,1,-1,-0.1,0.485,0.499,-0.1,0.0,-1,/H79,,hurtuja01
551,Sandy León#,36,ATL,NL,12,-1,0,0,0,0,-1,-0.1,0,-1,-0.1,0.474,0.499,-0.1,0.0,-1,/2,,leonsa01
552,Manuel Margot,30,DET,AL,20,-1,0,0,0,0,-1,-0.1,1,-1,-0.1,0.480,0.499,-0.1,0.0,0,/9H,,margoma01
553,Michael Massey*,27,KCR,AL,277,-14,-1,0,4,1,-10,-1.0,9,0,-0.1,0.486,0.494,-0.5,0.6,-4,47/HD,,massemi02
554,Nick Maton*,28,CHW,AL,63,-2,0,0,0,-2,-3,-0.4,2,-1,-0.1,0.486,0.498,-0.2,-0.2,-1,D/H3479,,matonni01
555,Mason McCoy,30,SDP,NL,26,-1,0,0,-1,0,-2,-0.2,1,-1,-0.1,0.488,0.499,0.0,-0.1,0,6/H4D,,mccoyma01
556,Billy McKinney*,30,TEX,AL,21,-1,0,0,-1,0,-2,-0.2,1,-1,-0.1,0.471,0.499,0.0,-0.1,0,/97DH,,mckinbi01
557,Dane Myers,29,MIA,NL,333,-12,-2,-1,3,0,-11,-1.2,11,0,-0.1,0.489,0.493,-0.4,0.3,-3,89H7/D,,myersda01
558,Tomás Nido,31,DET,AL,37,0,0,0,-2,1,-2,-0.2,1,-1,-0.1,0.480,0.499,0.1,-0.1,1,2/1,,nidoto01
559,Kevin Pillar,36,TEX,AL,43,-4,1,0,1,0,-2,-0.2,1,0,-0.1,0.490,0.499,-0.2,0.1,-1,/8H9D7,,pillake01
560,Drew Romo#,23,COL,NL,3,-1,0,0,0,0,-1,-0.1,0,-1,-0.1,0.470,0.499,-0.1,0.0,-1,/H2D,,romodr01
561,César Salazar*,29,HOU,AL,16,0,0,0,-1,0,-2,-0.2,1,-1,-0.1,0.486,0.499,0.0,-0.1,0,/2HD1,,salazce01
562,Anthony Seigler*,26,MIL,NL,73,-5,1,0,1,0,-3,-0.3,2,0,-0.1,0.491,0.498,-0.2,0.1,-1,5H/123D,,seiglan01
563,Bob Seymour*,26,TBR,AL,83,-5,0,0,2,-1,-4,-0.4,3,-1,-0.1,0.484,0.497,-0.4,0.1,-3,3/DH,,seymobo01
564,Michael Siani*,25,STL,NL,19,-1,0,0,-1,0,-2,-0.2,1,-1,-0.1,0.491,0.499,0.0,-0.1,0,8/H,,sianimi01
565,Jon Singleton*,33,HOU,AL,9,-2,0,0,0,0,-1,-0.2,0,-1,-0.1,0.448,0.499,-0.1,0.0,-1,/D3H,,singljo02
566,Samad Taylor,26,SEA,AL,9,-2,0,0,0,0,-1,-0.1,0,-1,-0.1,0.468,0.499,-0.1,0.0,-1,/98H,,taylosa04
567,Justin Turner,40,CHC,NL,191,-4,0,0,1,-4,-7,-0.7,7,0,-0.1,0.491,0.496,-0.2,-0.3,-1,3HD5,,turneju01
568,George Valera*,24,CLE,AL,48,0,0,0,-2,-1,-3,-0.3,2,-1,-0.1,0.484,0.498,0.1,-0.3,1,D/9H,,valerge01
569,Donovan Walton*,31,PHI,NL,9,-2,0,0,0,0,-2,-0.2,0,-1,-0.1,0.416,0.499,-0.1,0.0,-1,/4,,waltodo01
570,Willi Castro#,28,2TM,2LG,454,-6,0,-1,-9,-1,-16,-1.6,16,0,-0.2,0.486,0.495,0.8,-1.0,9,4975/86H1,,castrwi01
570,Willi Castro#,28,MIN,AL,344,1,1,0,-9,-1,-8,-0.8,12,4,0.3,0.490,0.495,1.2,-1.0,13,4795/618H,,castrwi01
570,Willi Castro#,28,CHC,NL,110,-7,-1,0,0,0,-8,-0.8,4,-4,-0.5,0.476,0.495,-0.5,0.0,-4,95/48H7,,castrwi01
571,Curtis Mead,24,2TM,AL,264,-8,0,-2,0,-1,-10,-1.1,9,-1,-0.2,0.488,0.497,-0.2,-0.1,-1,35H4/D,,meadcu01
571,Curtis Mead,24,TBR,AL,132,-2,0,-1,2,-1,-1,-0.1,5,4,0.4,0.499,0.500,0.2,0.2,2,34H/5D,,meadcu01
571,Curtis Mead,24,CHW,AL,132,-6,0,-1,-2,0,-10,-1.0,5,-5,-0.6,0.475,0.494,-0.4,-0.2,-3,53/HD,,meadcu01
572,Ryan Noda*,29,2TM,AL,59,-5,0,0,2,-1,-4,-0.4,2,-2,-0.2,0.482,0.498,-0.4,0.1,-4,3/9DH,,nodary01
572,Ryan Noda*,29,CHW,AL,45,-3,0,0,0,-1,-4,-0.4,2,-2,-0.3,0.474,0.497,-0.3,-0.1,-2,3/D9H,,nodary01
572,Ryan Noda*,29,BAL,AL,14,-2,0,0,2,0,0,0.0,0,0,0.0,0.499,0.500,-0.2,0.2,-2,/9HD,,nodary01
573,Ali Sánchez,28,2TM,AL,23,-2,0,0,-1,0,-3,-0.3,1,-2,-0.2,0.477,0.499,-0.1,-0.1,-1,2/H13,,sanchal04
573,Ali Sánchez,28,TOR,AL,21,-1,0,0,-1,0,-2,-0.2,1,-1,-0.2,0.472,0.499,-0.1,-0.1,0,/213H,,sanchal04
573,Ali Sánchez,28,BOS,AL,2,-1,0,0,0,0,-1,-0.1,0,0,0.0,0.487,0.500,0.0,0.0,0,/2H,,sanchal04
574,CJ Alexander*,28,ATH,AL,17,-2,0,0,0,0,-2,-0.3,1,-2,-0.2,0.456,0.498,-0.2,0.0,-2,/35H79,,alexacj01
575,Will Banfield,25,CIN,NL,10,-2,0,0,0,0,-2,-0.2,0,-2,-0.2,0.473,0.499,-0.2,0.0,-1,/2,,banfiwi01
576,Samuel Basallo*,20,BAL,AL,118,-7,0,0,0,1,-6,-0.6,4,-2,-0.2,0.480,0.496,-0.2,0.1,-2,2/D3H,,basalsa01
577,Cavan Biggio*,30,KCR,AL,83,-4,0,0,1,-2,-4,-0.5,3,-1,-0.2,0.488,0.497,-0.3,-0.1,-2,HD/93745,,biggica01
578,Ryan Bliss,25,SEA,AL,39,-1,-2,0,0,0,-3,-0.3,1,-2,-0.2,0.472,0.498,-0.2,0.0,-1,4,,blissry01
579,Will Brennan*,27,CLE,AL,13,-2,0,0,0,0,-2,-0.3,0,-2,-0.2,0.457,0.498,-0.2,0.0,-2,/98H,,brennwi02
580,Tyler Callihan*,25,CIN,NL,6,-1,0,0,-1,0,-2,-0.2,0,-2,-0.2,0.454,0.499,-0.1,-0.1,-1,/74,,callity01
581,Jonatan Clase#,23,TOR,AL,112,-5,-1,0,2,-1,-5,-0.5,4,-1,-0.2,0.484,0.497,-0.4,0.1,-3,7/8H9D,,clasejo01
582,J.D. Davis,32,LAA,AL,9,-2,0,0,0,0,-2,-0.2,0,-2,-0.2,0.462,0.499,-0.2,0.0,-1,/3H5,,davisjd01
583,Bryan De La Cruz,28,ATL,NL,50,-4,-1,0,1,-1,-4,-0.4,2,-2,-0.2,0.475,0.498,-0.4,0.1,-3,7/H9D,,delacbr01
584,Elias Díaz,34,SDP,NL,283,-12,-2,-2,0,5,-11,-1.1,10,-1,-0.2,0.490,0.493,-0.2,0.5,-1,2H,,diazel01
585,Oliver Dunn*,27,MIL,NL,41,-4,0,0,0,0,-4,-0.4,1,-2,-0.2,0.474,0.498,-0.2,0.0,-2,5/3H,,dunnol01
586,Bryce Eldridge*,20,SFG,NL,37,-2,0,0,0,-1,-3,-0.3,1,-2,-0.2,0.470,0.498,-0.2,-0.1,-2,/D3,,eldribr01
587,Tristin English,28,ARI,NL,23,-4,0,0,1,0,-3,-0.3,1,-2,-0.2,0.456,0.498,-0.3,0.1,-3,/3,,englitr01
588,Braxton Fulford,26,COL,NL,120,-7,0,0,-1,2,-6,-0.6,4,-2,-0.2,0.483,0.496,-0.1,0.1,-1,2/DH,,fulfobr01
589,Luis Guillorme*,30,HOU,AL,21,-3,0,0,0,0,-3,-0.3,1,-2,-0.2,0.475,0.498,-0.2,0.0,-2,/45H,,guilllu01
590,Darell Hernaiz,23,ATH,AL,197,-6,-3,0,-2,2,-8,-0.9,7,-2,-0.2,0.483,0.495,0.0,0.0,0,654,,hernada04
591,Sam Hilliard*,31,COL,NL,61,0,0,0,-3,0,-4,-0.4,2,-2,-0.2,0.481,0.498,0.1,-0.4,1,/7H89D,,hillisa01
592,Sam Huff,27,SFG,NL,58,-2,0,0,-2,1,-4,-0.4,2,-2,-0.2,0.482,0.498,0.0,-0.1,0,2,,huffsa01
593,Otto Kemp,25,PHI,NL,218,-2,-1,0,-5,0,-8,-0.9,7,-1,-0.2,0.486,0.495,0.4,-0.6,4,537/H4,,kempot01
594,Ryan Kreidler,27,DET,AL,44,-6,1,0,1,0,-3,-0.4,2,-2,-0.2,0.478,0.498,-0.3,0.1,-3,8,,kreidry01
595,Gavin Lux*,27,CIN,NL,503,-2,-2,1,-9,-6,-18,-1.8,17,0,-0.2,0.487,0.489,0.7,-1.6,9,D74H/5,,luxga01
596,Willie MacIver,28,ATH,AL,111,-6,0,0,-2,2,-6,-0.6,4,-2,-0.2,0.482,0.496,0.0,0.0,0,2/1,,macivwi01
597,Martín Maldonado,38,SDP,NL,161,-8,-1,0,-1,4,-7,-0.8,6,-2,-0.2,0.488,0.495,-0.1,0.3,-1,2,,maldoma01
598,Justyn-Henry Malloy,25,DET,AL,127,-1,0,0,-1,-3,-6,-0.6,4,-1,-0.2,0.489,0.496,-0.1,-0.4,0,DH9/73,,malloju02
599,Nick Martini*,35,COL,NL,111,-6,1,0,2,-2,-6,-0.6,4,-2,-0.2,0.486,0.496,-0.4,0.0,-4,D9H/7,,martini02
600,Luis Matos,23,SFG,NL,184,-1,1,0,-5,-2,-8,-0.8,6,-1,-0.2,0.486,0.495,0.3,-0.7,4,97/8HD,,matoslu02
601,Austin Nola,35,COL,NL,41,-5,0,0,1,1,-3,-0.3,1,-2,-0.2,0.478,0.498,-0.3,0.2,-3,2/13DH,,nolaau01
602,Logan O'Hoppe,25,LAA,AL,451,-16,-2,-2,-4,7,-16,-1.7,15,-1,-0.2,0.486,0.489,0.2,0.3,3,2H/D,,ohopplo01
603,César Prieto*,26,STL,NL,6,-1,0,0,-1,0,-2,-0.2,0,-2,-0.2,0.433,0.499,-0.1,-0.1,-1,/4HD,,prietce01
604,Víctor Robles,28,SEA,AL,114,-2,0,0,-3,-1,-6,-0.6,4,-2,-0.2,0.480,0.496,0.1,-0.4,1,9/H8,,roblevi01
605,Esteury Ruiz,26,LAD,NL,23,-1,1,0,-2,0,-2,-0.2,1,-1,-0.2,0.488,0.499,0.1,-0.3,1,7/H9,,ruizes01
606,Blake Sabol*,27,BOS,AL,18,-2,0,0,0,0,-2,-0.3,1,-2,-0.2,0.469,0.498,-0.2,0.0,-2,/2DH,,sabolbl01
607,Hayden Senger,28,NYM,NL,78,-8,0,-1,3,2,-4,-0.4,3,-1,-0.2,0.488,0.498,-0.5,0.5,-4,2/H,,sengeha01
608,Chad Stevens,26,LAA,AL,14,-2,0,0,0,0,-2,-0.3,0,-2,-0.2,0.449,0.498,-0.2,0.0,-2,/45,,stevech02
609,Cal Stevenson*,28,PHI,NL,8,-1,0,0,-1,0,-2,-0.2,0,-2,-0.2,0.457,0.499,-0.1,-0.1,-1,/8H,,steveca01
610,Abraham Toro#,28,BOS,AL,284,-4,-3,2,-3,-3,-11,-1.1,10,-1,-0.2,0.485,0.493,0.1,-0.6,2,35/H1,,toroab01
611,Taylor Trammell*,27,HOU,AL,135,-4,0,1,-2,-1,-6,-0.6,5,-1,-0.2,0.488,0.496,0.0,-0.3,1,87H/9D,,trammta01
612,Jose Trevino,32,CIN,NL,302,-13,-1,-2,-1,6,-11,-1.1,10,0,-0.2,0.488,0.493,0.0,0.5,1,2/D1H,,trevijo01
613,Mark Vientos,25,NYM,NL,463,-1,-1,-1,-11,-2,-16,-1.7,16,0,-0.2,0.486,0.490,1.0,-1.4,11,5D/H3,,vientma01
614,Carson Williams,22,TBR,AL,106,-5,-1,-1,0,2,-5,-0.6,4,-2,-0.2,0.482,0.497,-0.2,0.2,-2,6/H,,willica02
615,Jack Winkler,26,MIA,NL,16,-1,0,0,-2,0,-2,-0.3,1,-2,-0.2,0.483,0.498,0.0,-0.2,0,/4H365,,winklja01
616,Travis Jankowski*,34,3TM,2LG,50,-3,0,0,-1,-1,-4,-0.4,2,-2,-0.3,0.483,0.499,-0.2,-0.2,-1,9H/781D,,jankotr01
616,Travis Jankowski*,34,2TM,AL,49,-3,0,0,-1,-1,-4,-0.4,2,-2,-0.3,0.481,0.499,-0.2,-0.2,-1,9/H78,,jankotr01
616,Travis Jankowski*,34,CHW,AL,15,-1,0,0,-1,0,-2,-0.3,1,-2,-0.2,0.464,0.498,-0.1,-0.1,-1,/9H8,,jankotr01
616,Travis Jankowski*,34,TBR,AL,34,-1,0,0,0,-1,-1,-0.2,1,0,0.0,0.489,0.499,0.0,-0.1,0,/97H,,jankotr01
616,Travis Jankowski*,34,NYM,NL,1,0,0,0,0,0,0,0.0,0,0,0.0,0.498,0.500,0.0,0.0,0,/H179D,,jankotr01
617,Gage Workman*,25,2TM,2LG,17,-1,0,0,-3,0,-4,-0.4,1,-3,-0.3,0.468,0.499,0.0,-0.3,0,/56HD,,workmga01
617,Gage Workman*,25,CHC,NL,15,-1,0,0,-2,0,-2,-0.2,1,-2,-0.2,0.475,0.499,0.0,-0.2,0,/56DH,,workmga01
617,Gage Workman*,25,CHW,AL,2,-1,0,0,-1,0,-2,-0.2,0,-1,-0.1,0.450,0.499,0.0,-0.1,0,/56H,,workmga01
618,Rowdy Tellez*,30,2TM,AL,312,2,-2,-1,-7,-5,-13,-1.3,11,-2,-0.3,0.488,0.495,0.4,-1.2,5,3H/D1,,tellero01
618,Rowdy Tellez*,30,SEA,AL,185,-2,-1,-1,-6,-3,-13,-1.4,6,-7,-0.8,0.478,0.492,-0.1,-0.9,-1,3/HD,,tellero01
618,Rowdy Tellez*,30,TEX,AL,127,4,-1,0,-1,-2,0,0.0,4,5,0.4,0.500,0.500,0.5,-0.3,5,3H/D1,,tellero01
619,Jorge Alfaro,32,WSN,NL,39,-2,0,0,-3,1,-4,-0.4,1,-3,-0.3,0.471,0.497,0.0,-0.2,0,2,,alfarjo01
620,Austin Barnes,35,LAD,NL,44,-3,0,0,-1,1,-4,-0.4,2,-3,-0.3,0.468,0.497,-0.2,0.0,-2,2/3DH,,barneau01
621,JJ Bleday*,27,ATH,AL,344,-4,0,0,-10,0,-14,-1.4,12,-2,-0.3,0.485,0.491,0.8,-1.0,8,89H7/D,,bledajj01
622,Gustavo Campero#,27,LAA,AL,66,-2,1,0,-3,-1,-5,-0.5,2,-3,-0.3,0.480,0.497,0.0,-0.4,0,9/H78D,,campegu01
623,Jimmy Crooks*,23,STL,NL,46,-5,0,0,0,1,-4,-0.4,2,-2,-0.3,0.473,0.498,-0.3,0.1,-2,2/DH,,crookji01
624,Travis d'Arnaud,36,LAA,AL,231,-11,-1,-1,-1,4,-10,-1.1,8,-3,-0.3,0.484,0.493,-0.2,0.3,-2,2/HD,,darnatr01
625,Stuart Fairchild,29,ATL,NL,55,-2,0,0,-1,-1,-5,-0.5,2,-3,-0.3,0.483,0.497,-0.2,-0.2,-2,9H/D78,,faircst01
626,Cody Freeman,24,TEX,AL,121,-3,0,-1,-3,0,-7,-0.7,4,-3,-0.3,0.480,0.496,0.0,-0.3,0,4/59HD7,,freemco01
627,Mickey Gasper#,29,MIN,AL,110,-7,0,0,0,0,-7,-0.7,4,-3,-0.3,0.484,0.496,-0.4,0.0,-3,2HD/347,,gaspemi01
628,Drew Gilbert*,24,SFG,NL,109,-4,0,1,-2,-1,-6,-0.6,4,-2,-0.3,0.485,0.496,-0.1,-0.3,0,9/8H7,,gilbedr01
629,Matt Gorski,27,PIT,NL,42,-2,-1,0,0,-1,-4,-0.4,1,-3,-0.3,0.471,0.497,-0.3,-0.1,-3,3/H87,,gorskma01
630,Leo Jiménez,24,TOR,AL,32,-4,0,0,0,0,-4,-0.4,1,-3,-0.3,0.476,0.497,-0.3,0.0,-3,4/H6D,,jimenle01
631,Connor Kaiser,28,ARI,NL,19,-3,0,0,-1,0,-4,-0.4,1,-3,-0.3,0.464,0.498,-0.2,-0.1,-2,/4H,,kaiseco01
632,Carter Kieboom,27,LAA,AL,8,-1,0,0,-2,0,-3,-0.3,0,-3,-0.3,0.407,0.498,-0.1,-0.2,-1,/3H,,kieboca01
633,Jacob Melton*,24,HOU,AL,78,-8,1,0,1,0,-6,-0.6,3,-3,-0.3,0.481,0.496,-0.5,0.1,-4,8/7H9,,meltoja01
634,José Miranda,27,MIN,AL,36,-4,0,0,0,0,-4,-0.4,1,-3,-0.3,0.464,0.497,-0.3,0.0,-3,5/H,,miranjo01
635,Christopher Morel,26,TBR,AL,305,-3,0,-1,-4,-4,-13,-1.3,10,-2,-0.3,0.487,0.492,0.1,-0.8,2,7HD/94,,morelch01
636,Tirso Ornelas*,25,SDP,NL,16,-2,-1,0,0,0,-3,-0.3,1,-3,-0.3,0.452,0.498,-0.3,0.0,-3,/7H8D,,ornelti01
637,Joc Pederson*,33,TEX,AL,306,-5,-1,0,1,-8,-12,-1.3,10,-2,-0.3,0.486,0.492,-0.4,-0.7,-3,DH/39,,pederjo01
638,Everson Pereira,24,TBR,AL,73,-6,0,0,1,0,-5,-0.5,2,-3,-0.3,0.476,0.497,-0.4,0.2,-4,8/H9,,pereiev01
639,Luke Raley*,30,SEA,AL,219,-2,0,0,-5,-3,-10,-1.0,7,-2,-0.3,0.486,0.494,0.3,-0.9,3,93H/8D7,,raleylu01
640,Brayan Rocchio#,24,CLE,AL,383,-12,-2,0,-6,6,-15,-1.6,13,-2,-0.3,0.486,0.490,0.3,0.0,4,64/H,,rocchbr01
641,Aaron Schunk,27,COL,NL,33,-4,-1,0,1,1,-4,-0.4,1,-3,-0.3,0.476,0.498,-0.4,0.2,-4,/64H5D,,schunaa01
642,Jack Suwinski*,26,PIT,NL,178,-10,1,0,1,-1,-9,-0.9,6,-3,-0.3,0.485,0.494,-0.4,0.0,-4,879/HD,,suwinja01
643,Zac Veen*,23,COL,NL,37,-4,0,0,1,0,-4,-0.4,1,-3,-0.3,0.465,0.497,-0.4,0.1,-4,/79H,,veenza01
644,Alex Verdugo*,29,ATL,NL,213,-8,0,1,0,-1,-9,-1.0,7,-2,-0.3,0.483,0.494,-0.3,-0.2,-2,7/H,,verdual01
645,Matt Vierling,28,DET,AL,100,-3,-1,0,-2,0,-6,-0.6,3,-3,-0.3,0.480,0.496,-0.1,-0.2,0,8/7H59D,,vierlma01
646,Jorbit Vivas*,24,NYY,AL,66,-4,-1,0,-1,1,-5,-0.5,2,-3,-0.3,0.482,0.497,-0.2,0.0,-2,45/H,,vivasjo01
647,Shay Whitcomb,26,HOU,AL,32,-4,0,0,-1,0,-4,-0.4,1,-3,-0.3,0.478,0.497,-0.2,-0.1,-2,/45HD7,,whitcsh01
648,Andrew Vaughn,27,2TM,2LG,447,-2,-4,-2,-4,-6,-17,-1.9,15,-2,-0.4,0.483,0.495,0.0,-1.0,2,3D/H,,vaughan01
648,Andrew Vaughn,27,CHW,AL,193,-14,-2,0,-4,-3,-23,-2.4,7,-16,-1.8,0.449,0.485,-1.4,-0.7,-12,3D/H,,vaughan01
648,Andrew Vaughn,27,MIL,NL,254,12,-2,-1,0,-3,5,0.5,9,14,1.3,0.508,0.503,1.4,-0.3,14,3/H,,vaughan01
649,Drew Avans*,29,2TM,2LG,18,-3,0,0,-1,0,-4,-0.4,1,-3,-0.4,0.448,0.498,-0.3,-0.1,-2,/789H,,avansdr01
649,Drew Avans*,29,ATH,AL,15,-2,0,0,-1,0,-3,-0.4,1,-3,-0.3,0.450,0.498,-0.2,-0.1,-2,/789H,,avansdr01
649,Drew Avans*,29,MIL,NL,3,-1,0,0,0,0,-1,-0.1,0,-1,-0.1,0.431,0.500,-0.1,0.0,-1,/7,,avansdr01
650,Nicky Lopez*,30,2TM,2LG,28,-4,0,0,-1,0,-5,-0.5,1,-4,-0.4,0.471,0.498,-0.3,-0.1,-3,5/6H147D,,lopezni01
650,Nicky Lopez*,30,LAA,AL,6,-2,0,0,0,0,-2,-0.2,0,-1,-0.2,0.458,0.499,-0.2,0.0,-1,/5167,,lopezni01
650,Nicky Lopez*,30,CHC,NL,22,-3,0,0,-1,0,-4,-0.4,1,-3,-0.3,0.474,0.498,-0.2,-0.1,-2,5/H64D,,lopezni01
651,Garrett Hampson,30,3TM,NL,91,-9,1,0,1,0,-7,-0.7,3,-4,-0.4,0.489,0.498,-0.5,0.1,-5,7H48/695D1,,hampsga01
651,Garrett Hampson,30,ARI,NL,41,-2,1,0,0,0,0,0.0,1,1,0.1,0.498,0.500,0.1,0.1,1,4/H6857,,hampsga01
651,Garrett Hampson,30,CIN,NL,19,-2,0,0,0,0,-3,-0.3,1,-2,-0.2,0.470,0.498,-0.2,0.0,-2,/748H56D,,hampsga01
651,Garrett Hampson,30,STL,NL,31,-5,1,0,1,-1,-4,-0.4,1,-3,-0.3,0.489,0.498,-0.4,0.0,-4,7H/986D145,,hampsga01
652,Greg Allen#,32,BAL,AL,14,-4,0,0,0,0,-4,-0.5,0,-4,-0.4,0.431,0.497,-0.4,0.0,-4,/87H,,allengr01
653,Ji Hwan Bae*,25,PIT,NL,25,-3,1,0,-2,0,-5,-0.5,1,-4,-0.4,0.464,0.497,-0.2,-0.2,-2,/H78D9,,baeji01
654,Luis Campusano,26,SDP,NL,27,-4,0,0,0,-1,-5,-0.5,1,-4,-0.4,0.451,0.497,-0.4,-0.1,-4,/DH,,campulu01
655,Andrés Chaparro,26,WSN,NL,73,-5,-1,0,1,-1,-6,-0.6,2,-3,-0.4,0.482,0.496,-0.5,0.0,-4,3/HD,,chapaan01
656,Thairo Estrada,29,COL,NL,165,-5,-1,-1,-2,1,-9,-0.9,6,-3,-0.4,0.477,0.494,-0.2,-0.1,-1,4,,estrath01
657,Denzer Guzmán,21,LAA,AL,43,-3,0,0,-3,1,-5,-0.5,1,-3,-0.4,0.462,0.497,0.0,-0.2,0,6,,guzmade01
